Chart Position,Song Title,Artist,Year,Length
55,Angel,Amanda Perez,2003,
56,She Hates Me,Puddle Of Mudd,2003,
57,I Want You,Thalia featuring Fat Joe,2003,
58,Blowin' Me Up (With Her Love),JC Chasez,2003,
59,Girls & Boys,Good Charlotte,2003,
60,So Far Away,Staind,2003,
61,Swing,Swing,2003,
62,Magic Stick,Lil' Kim featuring 50 Cent,2003,
63,Don't Wanna Try,Frankie,2003,
64,Sing For The Moment,Eminem,2003,
65,Hell Yeah,Ginuwine,2003,
66,Through The Rain,Mariah Carey,2003,
67,Breathe,Michelle Branch,2003,
68,Right Thurr,Chingy,2003,
69,Lifestyles Of The Rich & Famous,Good Charlotte,2003,
70,Calling All,Angels Train,2003,
71,Gossip Folks,Missy Elliott featuring Ludacris,2003,
72,P.I.M.P.,50 Cent,2003,
73,Air Force Ones,Nelly,2003,
74,I'm Glad,Jennifer Lopez,2003,
75,Low,Kelly Clarkson,2003,
76,I Drove All Night,Celine Dion,2003,
77,Into You,Fabolous featuring Tamia,2003,
78,Stuck,Stacie Orrico,2003,
79,So Yesterday,Hilary Duff,2003,
80,No Letting Go,Wayne Wonder,2003,
81,Stand Up,Ludacris featuring Shawnna,2003,
82,Big Yellow Taxi,Counting Crows W/ Vanessa Carlton,2003,
83,Losing Grip,Avril Lavigne,2003,
84,Never Leave You,Lumidee,2003,
85,Why Can't I,Liz Phair,2003,
86,The Boys Of Summer,The Ataris,2003,
87,Bigger Than My Body,John Mayer,2003,
88,Get Low Lil',Jon & The Eastside Boyz,2003,
89,Running,No Doubt,2003,
90,Spin,Lifehouse,2003,
91,Something,Lasgo,2003,
92,Superman,Eminem,2003,
93,Pretty Baby,Vanessa Carlton,2003,
94,Come Into My World,Kylie Minogue,2003,
95,Me Against The Music,Britney Spears featuring Madonna,2003,
96,The Anthem,Good Charlotte,2003,
97,Deliverance,Bubba Sparxxx,2003,
98,Misunderstood,Bon Jovi,2003,
99,I'd Do Anything,Simple Plan,2003,
100,I Can Only Imagine,MercyMe,2003,
1,The Reason,Hoobastank,2004,
2,This Love,Maroon 5,2004,
3,Yeah,Usher featuring Ludacris & Lil' Jon,2004,
4,Leave (Get Out),JoJo,2004,
5,She Will Be Loved,Maroon 5,2004,
6,Pieces Of Me,Ashlee Simpson,2004,
7,With You,Jessica Simpson,2004,
8,The Way You Move,Outkast,2004,
9,My Immortal,Evanescence,2004,
10,My Happy Ending,Avril Lavigne,2004,
11,My Boo,Usher & Alicia Key,2004,
12,Burn,Usher,2004,
13,Toxic,Britney Spears,2004,
14,If I Ain't Got You,Alicia Keys,2004,
15,Breakaway,Kelly Clarkson,2004,
16,Dare You To Move,Switchfoot,2004,
17,Dip It Low,Christina Milian,2004,
18,Over And Over,Nelly featuring Tim McGraw,2004,
19,Hey Mama,Black Eyed Peas,2004,
20,Meant To Live,Switchfoot,2004,
21,Lose My Breath,Destiny's Child,2004,
22,I Don't Want To Be,Gavin DeGraw,2004,
23,Naughty Girl,BeyoncÌ© Knowles,2004,
24,Let's Get It Started,Black Eyed Peas,2004,
25,On The Way Down,Ryan Cabrera,2004,
26,I Don't Want You Back,Eamon,2004,
27,Falls On Me,Fuel,2004,
28,Roses,Outkast,2004,
29,One Thing,Finger Eleven,2004,
30,Move Ya Body,Nina Sky,2004,
31,I Don't Wanna Know,Mario Winans featuring Enya & P. Diddy,2004,
32,Broken,Seether featuring Amy Lee,2004,
33,Everytime,Britney Spears,2004,
34,The First Cut Is The Deepest,Sheryl Crow,2004,
35,Scandalous,Mis-Teeq,2004,
36,The Voice Within,Christina Aguilera,2004,
37,Take My Breath Away,Jessica Simpson,2004,
38,Turn Me On,Kevin Lyttle,2004,
39,Heaven,Los Lonely Boys,2004,
40,1985,Bowling For Soup,2004,
41,Ocean Avenue,Yellowcard,2004,
42,Don't Tell Me,Avril Lavigne,2004,
43,Confessions Part 2,Usher,2004,
44,Milkshake,Kelis,2004,
45,Eighth World Wonder,Kimberly Locke,2004,
46,Me,Myself And I,2004,
47,Sunshine,Lil Flip,2004,
48,Baby It's You,JoJo,2004,
49,Numb,Linkin Park,2004,
50,Goodies,Ciara,2004,
51,Welcome To My Life,Simple Plan,2004,
52,Drop It Like It's Hot,Snoop Dogg,2004,
53,Come Clean,Hilary Duff,2004,
54,My Band,D12 featuring Eminem,2004,
55,One Call Away,Chingy,2004,
56,Hold On,Good Charlotte,2004,
57,Freek-A-Leek,Petey Pablo,2004,
58,Daughters,John Mayer,2004,
59,Tipsy,J-Kwon,2004,
60,Slow Jamz,Jamie Foxx,2004,
61,Are You Gonna Be My Girl,Jet,2004,
62,Just Lose It,Eminem,2004,
63,The Trouble With Love Is,Kelly Clarkson,2004,
64,Hotel,Cassidy featuring R. Kelly,2004,
65,I Like That,Houston,2004,
66,Bounce,Sarah Connor,2004,
67,Lady,Lenny Kravitz,2004,
68,Slow Motion,Juvenile,2004,
69,I Miss You,Blink-182,2004,
70,Feelin' Way Too Damn Good,Nickelback,2004,
71,My Place,Nelly,2004,
72,Dirt Off Your Shoulder,Jay-Z,2004,
73,Vertigo,U2,2004,
74,You Don't Know My Name,Alicia Keys,2004,
75,Gigolo,Nick Cannon,2004,
76,White Houses,Vanessa Carlton,2004,
77,Let's Go,Trick Daddy,2004,
78,You And I Both,Jason Mraz,2004,
79,Overnight Celebrity,Twista,2004,
80,(I Hate) Everything About You,Three Days Grace,2004,
81,Only One,Yellowcard,2004,
82,Change Clothes,Jay-Z,2004,
83,10 Years,Five For Fighting,2004,
84,Echo,Trapt,2004,
85,I'm Still In Love With You,Sean Paul,2004,
86,Breaking The Habit,Linkin Park,2004,
87,Shadow,Ashlee Simpson,2004,
88,What You Waiting For?,Gwen Stefani,2004,
89,How Come,D12,2004,
90,Slow,Kylie Minogue,2004,
91,Some Girls (Dance With Women),JC Chasez,2004,
92,Vindicated,Dashboard Confessional,2004,
93,God Is A DJ,Pink,2004,
94,Lean Back,Terror Squad,2004,
95,Accidentally In Love,Counting Crows,2004,
96,Just A Little While,Janet Jackson,2004,
97,Away From The Sun,3 Doors Down,2004,
98,Angels,Jessica Simpson,2004,
99,Locked Up,Akon,2004,
100,Not Today,Mary J. Blige featuring Eve,2004,
1,We Belong Together,Mariah Carey,2005,
2,Since U Been Gone,Kelly Clarkson,2005,
3,Because Of You,Kelly Clarkson,2005,
4,Behind These Hazel Eyes,Kelly Clarkson,2005,
5,You And Me,Lifehouse,2005,
6,Don't Cha,Pussycat Dolls featuring Busta Rhymes,2005,
7,Boulevard Of Broken Dreams,Green Day,2005,
8,Pon De Replay,Rihanna,2005,
9,Karma,Alicia Keys,2005,
10,Run It,Chris Brown,2005,
11,Let Me Love You,Mario,2005,
12,Hollaback Girl,Gwen Stefani,2005,
13,Beverly Hills,Weezer,2005,
14,Don't Phunk With My Heart,Black Eyed Peas,2005,
15,Shake It Off,Mariah Carey,2005,
16,Don't Forget About Us,Mariah Carey,2005,
17,"1,2 Step",Ciara,2005,
18,Photograph,Nickelback,2005,
19,Caught Up,Usher,2005,
20,Gold Digger,Kanye West,2005,
21,Let Me Go,3 Doors Down,2005,
22,Obsession (No Es Amor),Frankie J featuring Baby Bash,2005,
23,Switch,Will Smith,2005,
24,Listen To Your Heart,D.H.T.,2005,
25,My Humps,Black Eyed Peas,2005,
26,Rich Girl,Gwen Stefani featuring Eve,2005,
27,Lose Control,Missy Elliott,2005,
28,Lonely No More,Rob Thomas,2005,
29,Scars,Papa Roach,2005,
30,Beautiful Soul,Jesse McCartney,2005,
31,Feel Good Inc.,Gorillaz,2005,
32,Baby I'm Back,Baby Bash,2005,
33,Don't Lie,Black Eyed Peas,2005,
34,Soldier,Destiny's Child,2005,
35,These Words,Natasha Bedingfield,2005,
36,Get It Poppin',Fat Joe featuring Nelly,2005,
37,Belly Dancer (Bananza),Akon,2005,
38,Holiday,Green Day,2005,
39,Wake Me Up When September Ends,Green Day,2005,
40,Oh,Ciara featuring Ludacris,2005,
41,Mr. Brightside,The Killers,2005,
42,Chariot,Gavin DeGraw,2005,
43,Sugar,We're Goin' Down,2005,
44,Luxurious,Gwen Stefani,2005,
45,Nobody's Home,Avril Lavigne,2005,
46,Incomplete,Backstreet Boys,2005,
47,TRUE,Ryan Cabrera,2005,
48,Collide,Howie Day,2005,
49,Sunday Morning,Maroon 5,2005,
50,Mockingbird,Eminem,2005,
51,Cool,Gwen Stefani,2005,
52,Disco Inferno,50 Cent,2005,
53,How To Deal,Frankie J,2005,
54,Lovers & Friends,Lil Jon featuring Usher & Ludacris,2005,
55,We Be Burnin',Sean Paul,2005,
56,Untitled (How Can This HappenTo Me?),Simple Plan,2005,
57,Like You,Bow Wow featuring Ciara,2005,
58,Your Body,Pretty Ricky,2005,
59,Lonely,Akon,2005,
60,Sugar (Gimme Some),Trick Daddy,2005,
61,Candy Shop,50 Cent,2005,
62,Almost,Bowling For Soup,2005,
63,Hate It Or Love It,The Game & 50 Cent,2005,
64,Just A Lil' Bit,50 Cent,2005,
65,Let Me Hold You,Bow Wow featuring Omarion,2005,
66,Just The Girl,Click Five,2005,
67,Grind With Me,Pretty Ricky,2005,
68,Numb/Encore,Jay-Z & Linkin Park,2005,
69,Cold,Crossfade,2005,
70,How We Do,The Game featuring 50 Cent,2005,
71,Speed Of Sound,Coldplay,2005,
72,Outta Contro,50 Cent featuring Mobb Deep,2005,
73,Hung Up,Madonna,2005,
74,Cater 2 U,Destiny's Child,2005,
75,When I'm Gone,Eminem,2005,
76,Goin' Crazy,Natalie,2005,
77,Wonderful,Ja Rule featuring Ashanti & R. Kelly,2005,
78,I Just Wanna Live,Good Charlotte,2005,
79,It's Like That,Mariah Carey,2005,
80,Only U,Ashanti,2005,
81,Girl,Destiny's Child,2005,
82,Pimpin' All Over The World,Ludacris,2005,
83,Hold You Down,Jennifer Lopez featuring Fat Joe,2005,
84,Soul Survivor,Young Jeezy featuring Akon,2005,
85,If You Were Mine,Marcos Hernandez,2005,
86,Look What You've Done,Jet,2005,
87,Don't Bother,Shakira,2005,
88,Signs,Snoop Dogg w / Justin Timberlake,2005,
89,Fall To Pieces,Avril Lavigne,2005,
90,Boyfriend,Ashlee Simpson,2005,
91,More Than Words,Frankie J,2005,
92,N Dey Say,Nelly,2005,
93,Here By Me,3 Doors Down,2005,
94,Somewhere Only We Know,Keane,2005,
95,Follow Through,Gavin DeGraw,2005,
96,Encore,Eminem featuring Dr. Dre & 50 Cent,2005,
97,Shine On,Ryan Cabrera,2005,
98,Get Right,Jennifer Lopez,2005,
99,Here We Go,Trina featuring Kelly Rowland,2005,
100,Like Toy Soldiers,Eminem,2005,
1,Bad Day,Daniel Powter,2006,
2,Temperature,Sean Paul,2006,
3,Promiscuous,Nelly Furtado Featuring Timbaland,2006,
4,You're Beautiful,James Blunt,2006,
5,Hips Don't Lie,Shakira Featuring Wyclef Jean,2006,
6,Unwritten,Natasha Bedingfield,2006,
7,Crazy,Gnarls Barkley,2006,
8,Ridin',Chamillionaire Featuring Krayzie Bone,2006,
9,Sexyback,Justin Timberlake,2006,
10,Check on It,Beyonce Featuring Slim Thug,2006,
11,Be without You,Mary J. Blige,2006,
12,Grillz,Nelly Featuring Paul Wall,2006,
13,Over My Head (Cable Car),The Fray,2006,
14,Me & U,Cassie,2006,
15,Buttons,The Pussycat Dolls w/ Snoop Dogg,2006,
16,Run It!,Chris Brown,2006,
17,So Sick,Ne-Yo,2006,
18,It's Goin' Down,Yung Joc,2006,
19,SOS,Rihanna,2006,
20,I Write Sins not Tragedies,Panic! At The Disco,2006,
21,Move Along,The All-American Rejects,2006,
22,London Bridge,Fergie,2006,
23,Dani California,Red Hot Chili Peppers,2006,
24,Snap Yo Fingers,Lil Jon w / E-40 & Sean Paul,2006,
25,Lean Wit It,Rock wit It,2006,
26,What Hurts the Most,Rascal Flatts,2006,
27,How to Save a Life,The Fray,2006,
28,Unfaithful,Rihanna,2006,
29,Chasing Cars,Snow Patrol,2006,
30,Lips of an Angel,Hinder,2006,
31,Everytime We Touch,Cascada,2006,
32,Ain't no Other Man,Christina Aguilera,2006,
33,Dance,Dance,2006,
34,Gold Digger,Kanye West Featuring Jamie Foxx,2006,
35,Money Maker,Ludacris Featuring Pharrell,2006,
36,Ms. New Booty,Bubba Sparxxx w / Ying Yang Twins,2006,
37,(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,2006,
38,Photograph,Nickelback,2006,
39,Because of You,Kelly Clarkson,2006,
40,Stickwitu,The Pussycat Dolls,2006,
41,I'n N Luv (Wit a Stripper),T-Pain Featuring Mike Jones,2006,
42,My Humps,The Black Eyed Peas,2006,
43,Where'd You Go,Fort Minor Featuring Holly Brook,2006,
44,Yo (Excuse Me Miss),Chris Brown,2006,
45,Walk Away,Kelly Clarkson,2006,
46,Laffy Taffy,D4L,2006,
47,What you Know,T.I.,2006,
48,Dirty Little Secret,The All-American Rejects,2006,
49,Savin' Me,Nickelback,2006,
50,Don't Forget About Us,Mariah Carey,2006,
51,Sexy Love,Ne-Yo,2006,
52,U and Dat,E-40 Featuring T-Pain & Kandi Girl,2006,
53,Far Away,Nickelback,2006,
54,What's Left of Me,Nick Lachey,2006,
55,So What,Field Mob Featuring Ciara,2006,
56,Do it to It,Cherish Featuring Sean Paul ,2006,
57,Black Horse & the Cherry Tree,KT Tunstall,2006,
58,There it Go! (The Whistle Song),Juelz Santana,2006,
59,Shoulder Lean!,Young Dro Featuring T.I.,2006,
60,Unpredictable,Jamie Foxx Featuring Ludacris,2006,
61,My Love,Justin Timberlake Featuring T.I.,2006,
62,Shake That,Eminem Featuring Nate Dogg,2006,
63,Pullin' Me Back,Chingy Featuring Tyrese,2006,
64,Bossy,Kelis Featuring Too $hort,2006,
65,Chain Hang Low,Jibbs,2006,
66,Smack That,Akon Featuring Eminem,2006,
67,One Wish,Ray J,2006,
68,Sugar We're Goin' Down,Fall Out Boy,2006,
69,Gimme That,Chris Brown Featuring Lil' Wayne,2006,
70,I Know You See It,Yung Joc W/  Brandy 'Ms. B.' Hambrick,2006,
71,Who Says You Can't Go Home,Bon Jovi,2006,
72,Too Little Too Late,JoJo,2006,
73,Touch It,Busta Rhymes,2006,
74,Rompe,Daddy Yankee,2006,
75,Deja Vu,Beyonce Featuring Jay-Z,2006,
76,Life is a Highway,Rascal Flatts,2006,
77,Call me When You're Sober,Evanescence,2006,
78,Jesus,take the Wheel,2006,
79,Show Stopper,Danity Kane,2006,
80,Get Up,Ciara Featuring Chamillionaire,2006,
81,We be Burnin',Sean Paul,2006,
82,Hate Me,Blue October,2006,
83,You and Me,Lifehouse,2006,
84,Beep,The Pussycat Dolls Featuring will.i.am,2006,
85,I Think They Like Me,Dem W/ Boyz Featuring Jermaine Dupri,2006,
86,Say Goodbye,Chris Brown,2006,
87,Waiting on the World to Change,John Mayer,2006,
88,Soul Survivor,Young Jeezy Featuring Akon,2006,
89,Pump It,The Black Eyed Peas,2006,
90,When I'm Gone,Eminem,2006,
91,Hung Up,Madonna,2006,
92,Stay Fly,Three 6 Mafia W/ Young Buck & Eightball ,2006,
93,Love,Keyshia Cole,2006,
94,When You're Mad,Ne-Yo,2006,
95,Why You Wanna,T.I.,2006,
96,Stupid Girls,Pink,2006,
97,Feel Good Inc,Gorillaz,2006,
98,I'm Sprung,T-Pain,2006,
99,Do I Make you Proud,Taylor Hicks,2006,
100,For you I Will (Condience),Teddy Geiger,2006,
1,Irreplaceable,Beyonce,2007,
2,Umbrella,Rihanna Featuring Jay-Z,2007,
3,The Sweet Escape,Gwen Stefani Featuring Akon,2007,
4,Big Girls Don't Cry,Fergie,2007,
5,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,2007,
6,Before He Cheats,Carrie Underwood,2007,
7,Hey There Delilah,Plain White T's,2007,
8,I Wanna Love You,Akon Featuring Snoop Dogg,2007,
9,Say It Right,Nelly Furtado,2007,
10,Glamorous,Fergie Featuring Ludacris,2007,
11,Don't Matter,Akon,2007,
12,Girlfriend,Avril Lavigne,2007,
13,Makes Me Wonder,Maroon 5,2007,
14,Party Like A Rockstar,Shop Boyz,2007,
15,Smack That,Akon Featuring Eminem,2007,
16,This Is Why I'm Hot,Mims,2007,
17,It's Not Over,Daughtry,2007,
18,The Way I Are,Timbaland Featuring Keri Hilson,2007,
19,Fergalicious,Fergie,2007,
20,Crank That (Soulja Boy),Soulja Boy Tell'em,2007,
21,Give It To Me,Timbaland W/ Nelly Furtado ,2007,
22,What Goes Around...Comes Around,Justin Timberlake,2007,
23,Cupid's Chokehold/Breakfast In America,Gym Class Heroes W/ Patrick Stump,2007,
24,How To Save A Life,The Fray,2007,
25,Home,Daughtry,2007,
26,My Love,Justin Timberlake Featuring T.I.,2007,
27,Stronger,Kanye West,2007,
28,We Fly High,Jim Jones,2007,
29,U + Ur Hand,Pink,2007,
30,Walk It Out,Unk,2007,
31,Beautiful Girls,Sean Kingston,2007,
32,This Ain't A Scene,It's An Arms Race,2007,
33,Bartender,T-Pain Featuring Akon,2007,
34,Pop,Lock & Drop It,2007,
35,Runaway Love,Ludacris Featuring Mary J. Blige,2007,
36,Rockstar,Nickelback,2007,
37,Thnks Fr Th Mmrs,Fall Out Boy,2007,
38,What I've Done,Linkin Park,2007,
39,Summer Love,Justin Timberlake,2007,
40,You,Lloyd Featuring Lil' Wayne,2007,
41,Wait For You,Elliott Yamin,2007,
42,Last Night,Diddy Featuring Keyshia Cole,2007,
43,Make It Rain,Fat Joe Featuring Lil Wayne,2007,
44,Make Me Better,Fabolous Featuring Ne-Yo,2007,
45,Ice Box,Omarion,2007,
46,Lips Of An Angel,Hinder,2007,
47,Waiting On The World To Change,John Mayer,2007,
48,Lost Without U,Robin Thicke,2007,
49,I'm A Flirt,R. Kelly W/ Bow Wow,2007,
50,If Everyone Cared,Nickelback,2007,
51,Get It Shawty,Lloyd,2007,
52,Face Down,The Red Jumpsuit Apparatus,2007,
53,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,2007,
54,Shortie Like Mine,"Bow Wow, Chris Brown & Johnta Austin",2007,
55,It Ends Tonight,The All-American Rejects,2007,
56,A Bay Bay,Hurricane Chris,2007,
57,Because Of You,Ne-Yo,2007,
58,I Tried,Bone Thugs-N-Harmony Featuring Akon,2007,
59,Welcome To The Black Parade,My Chemical Romance,2007,
60,Shawty,Plies Featuring T-Pain,2007,
61,Chasing Cars,Snow Patrol,2007,
62,Beautiful Liar,Beyonce & Shakira,2007,
63,Sexyback,Justin Timberlake,2007,
64,Keep Holding On,Avril Lavigne,2007,
65,Let It Go,Keyshia Cole W/ Missy Elliott & Lil Kim,2007,
66,Apologize,Timbaland Featuring OneRepublic,2007,
67,Bubbly,Colbie Caillat,2007,
68,Like A Boy,Ciara,2007,
69,Who Knew,Pink,2007,
70,Never Again,Kelly Clarkson,2007,
71,Promise,Ciara,2007,
72,Bed,J. Holiday,2007,
73,Throw Some D's,Rich Boy Featuring Polow Da Don,2007,
74,Rehab,Amy Winehouse,2007,
75,Big Things Poppin' (Do It),T.I.,2007,
76,No One,Alicia Keys,2007,
77,The Great Escape,Boys Like Girls,2007,
78,2 Step,Unk,2007,
79,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,2007,
80,Go Getta,Young Jeezy Featuring R. Kelly,2007,
81,Here (In Your Arms),Hellogoodbye,2007,
82,On The Hotline,Pretty Ricky,2007,
83,Wind It Up,Gwen Stefani,2007,
84,Cyclone,Baby Bash Featuring T-Pain,2007,
85,Break It Off,Rihanna & Sean Paul,2007,
86,First Time,Lifehouse,2007,
87,Ayo Technology,50 Cent W/ Justin Timberlake ,2007,
88,Outta My System,Bow Wow W/ T-Pain & Johnta Austin,2007,
89,Teardrops On My Guitar,Taylor Swift,2007,
90,Shut Up And Drive,Rihanna,2007,
91,Snow (Hey Oh),Red Hot Chili Peppers,2007,
92,Money Maker,Ludacris Featuring Pharrell,2007,
93,Kiss Kiss,Chris Brown Featuring T-Pain,2007,
94,Far Away,Nickelback,2007,
95,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,2007,
96,Lovestoned,Justin Timberlake,2007,
97,Better Than Me,Hinder,2007,
98,Paralyzer,Finger Eleven,2007,
99,That's That,Snoop Dogg Featuring R. Kelly,2007,
100,Same Girl,R. Kelly Duet With Usher,2007,
1,Low Poe Boy,  1    FLO RIDA featuring / T-PAIN,2008,
2,Bleeding Love,  2    LEONA LEWIS  SYCO,2008,
3,Leavin‰Ûª Hollywood,  3    JESSE MCCARTNEY,2008,
4,Apologize Mosley,  4    TIMBALAND with / ONE REPUBLIC,2008,
5,No Air 19,  5    JORDIN SPARKS featuring / CHRIS BROWN,2008,
6,Forever Jive,  6    CHRIS BROWN,2008,
7,With You Jive,  7    CHRIS BROWN,2008,
8,No One,  8    ALICIA KEYS,2008,
9,Love Song,  9    SARA BAREILLES,2008,
10,Take A Bow,10    RIHANNA,2008,
11,Clumsy Will.I.Am,11    FERGIE,2008,
12,Love In This Club,12    USHER featuring / YOUNG JEEZY,2008,
13,See You Again Hollywood,13    MILEY CYRUS,2008,
14,Don‰Ûªt Stop The Music,14    RIHANNA,2008,
15,Sexy Can I Knockout,15    RAY J with / YUNG BERG,2008,
16,Stop And Stare Mosley,16    ONEREPUBLIC,2008,
17,Sorry Eleven Seven,17    BUCKCHERRY,2008,
18,Pocketful Of Sunshine,18    NATASHA BEDINGFIELD,2008,
19,Paralyzer Wind-up,19    FINGER ELEVEN Paralyzer Wind-up,2008,
20,Disturbia ,20    RIHANNA,2008,
21,Closer Def Jam,21    NE-YO,2008,
22,I Kissed A Girl,22    KATY PERRY,2008,
23,Shake It ,23    METRO STATION,2008,
24,Tattoo ,24    JORDIN SPARKS,2008,
25,Dangerous,25    KARDINAL OFFISHALL featuring / AKON,2008,
26,Take You There Beluga Heights,26    SEAN KINGSTON,2008,
27,"Kiss, Kiss Jive",27    CHRIS BROWN featuring / T-PAIN,2008,
28,Damaged Bad Boy,28    DANITY KANE,2008,
29,Lollipop Cash Money,29    LIL WAYNE featuring / STATIC MAJOR,2008,
30,Better In Time,30    LEONA LEWIS,2008,
31,Fall For You Glassnote,31    SECONDHAND SERENADE,2008,
32,One Step At A Time,32    JORDIN SPARKS,2008,
33,So What ,33    PINK,2008,
34,The Way I Are Mosley,34    TIMBALAND featuring / KERI HILSON,2008,
35,Never Too Late ,35    THREE DAYS GRACE,2008,
36,Realize,36    COLBIE CAILLAT,2008,
37,Hate That I Love You ,37    RIHANNA featuring / NE-YO,2008,
38,Teardrops On My Guitar,38    TAYLOR SWIFT,2008,
39,Bubbly ,39    COLBIE CAILLAT,2008,
40,Sweetest Girl (Dollar Bill) ,40    WYCLEF JEAN,2008,
41,All Summer Long ,41    KID ROCK,2008,
42,Hot N Cold,42    KATY PERRY Hot N Cold Capitol,2008,
43,Touch My Body ,43    MARIAH CAREY,2008,
44,It‰Ûªs Not My Time,44    3 DOORS DOWN,2008,
45,Stronger,45    KANYE WEST,2008,
46,What You Got,46    COLBY O‰ÛªDONIS featuring / AKON,2008,
47,4 Minutes,47    MADONNA 4 Minutes,2008,
48,In Love With A Girl ,48    GAVIN DEGRAW,2008,
49,Over You,49    DAUGHTRY,2008,
50,All Around Me,50    FLYLEAF,2008,
51,Love Like This,51    NATASHA BEDINGFIELD w / SEAN KINGSTON,2008,
52,Misery Business,52    PARAMORE,2008,
53,Feels Like Tonight,53    DAUGHTRY,2008,
54,Shadow Of The Day,54    LINKIN PARK,2008,
55,Cyclone ,55    BABY BASH,2008,
56,When I Grow Up ,56    PUSSYCAT DOLLS,2008,
57,American Boy ,57    ESTELLE featuring / KANYE WEST,2008,
58,Whatever You Like,58    T.I.,2008,
59,Whatever It Takes,59    LIFEHOUSE,2008,
60,In The Ayer ,60    FLO RIDA featuring / WILL.I.AM,2008,
61,Viva La Vida,61    COLDPLAY,2008,
62,Who Knew ,62    PINK,2008,
63,Let It Rock,63    KEVIN RUDOLF featuring /  LIL WAYNE,2008,
64,Addicted,64    SAVING ABEL,2008,
65,I‰Ûªm Yours ,65    JASON MRAZ,2008,
66,Crush ,66    DAVID ARCHULETA,2008,
67,I Don‰Ûªt Wanna Be In Love ,67    GOOD CHARLOTTE,2008,
68,Paper Planes ,68    M.I.A.,2008,
69,Burnin‰Ûª Up,69    JONAS BROTHERS,2008,
70,How Far We‰Ûªve Come,70    MATCHBOX TWENTY,2008,
71,Superstar ,71    LUPE FIASCO featuring / MATTHEW SANTOS,2008,
72,Bust It Baby (Part 2),72    PLIES featuring / NE-YO,2008,
73,Hero,73    BOYS LIKE GIRLS Hero,2008,
74,When You Look Me In The Eyes,74    JONAS BROTHERS,2008,
75,T-Shirt ,75    SHONTELLE,2008,
76,Keeps Gettin‰Ûª Better,76    CHRISTINA AGUILERA,2008,
77,Our Song ,77    TAYLOR SWIFT,2008,
78,Into The Night,78    SANTANA featuring / CHAD KROEGER,2008,
79,Hypnotized,79    PLIES featuring / AKON,2008,
80,That‰Ûªs What You Get,80    PARAMORE,2008,
81,Wake Up Call,81    MAROON 5,2008,
82,Womanizer ,82    BRITNEY SPEARS,2008,
83,Crank That (Soulja Boy) ,83    SOULJA BOY,2008,
84,Break The Ice ,84    BRITNEY SPEARS,2008,
85,Thunder ,85    BOYS LIKE GIRLS,2008,
86,Summertime ,86    NEW KIDS ON THE BLOCK,2008,
87,Miss Independent,87    NE-YO,2008,
88,Piece Of Me ,88    BRITNEY SPEARS,2008,
89,Calabria 2008 ,89    ENUR featuring / NATASJA,2008,
90,What About Now,90    DAUGHTRY,2008,
91,Killa,91    CHERISH featuring / YUNG JOC,2008,
92,Sensual Seduction,92    SNOOP DOGG,2008,
93,Ayo Technology ,93    50 CENT,2008,
94,Lolli Lolli (Pop That Body),94    THREE 6 MAFIA,2008,
95,Good Life,95    KANYE WEST featuring / T-PAIN,2008,
96,Live Your Life,96    T.I. featuring / RIHANNA,2008,
97,Time Of My Life,97    DAVID COOK,2008,
98,Bye Bye ,98    MARIAH CAREY,2008,
99,Love Remains The Same,99    GAVIN ROSSDALE,2008,
100,7 Things,100  MILEY CYRUS,2008,
1,Boom Boom Pow,The Black Eyed Peas,2009,
2,Poker Face,Lady Gaga,2009,
3,Just Dance,Lady Gaga Featuring Colby O'Donis,2009,
4,I Gotta Feeling.mp3,The Black Eyed Peas,2009,
5,Love Story,Taylor Swift,2009,
6,Right Round,Flo Rida,2009,
7,I'm Yours,Jason Mraz,2009,
8,Single Ladies (Put A Ring On It),Beyonce,2009,
9,Heartless,Kanye West,2009,
10,American Rejects - Gives You Hell,The All,2009,
11,You Belong With Me,Taylor Swift,2009,
12,Dead And Gone,T.I. Featuring Justin Timberlake,2009,
13,You Found Me,The Fray,2009,
14,Use Somebody,Kings Of Leon,2009,
15,Yo - Knock You Down,Keri Hilson Featuring Kanye West and Ne,2009,
16,Pain - Blame It,Jamie Foxx Featuring T,2009,
17,I Know You Want Me (Calle Ocho),Pitbull,2009,
18,Live Your Life,T.I. Featuring Rihanna,2009,
19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,2009,
20,Down,Jay Sean Featuring Lil Wayne,2009,
21,The Climb,Miley Cyrus,2009,
22,Best I Ever Had,Drake,2009,
23,My Life Would **censored** Without You,Kelly Clarkson,2009,
24,Halo,Beyonce,2009,
25,Hot N Cold,Katy Perry,2009,
26,Second Chance,Shinedown,2009,
27,Circus,Britney Spears,2009,
28,Day 'N' Nite,Kid Cudi,2009,
29,Party In The U.S.A.,Miley Cyrus,2009,
30,Don't Trust Me,3OH!3,2009,
31,Run This Town,"Jay Z, Rihanna and Kanye West",2009,
32,Let It Rock,Kevin Rudolf Featuring Lil Wayne,2009,
33,Fire Burning,Sean Kingston,2009,
34,Whatcha Say,Jason DeRulo,2009,
35,LoveGame,Lady Gaga,2009,
